TRANSACTION_ID,TRANSACTION_LINE_ID,LINE_KEY,CLIENT_NAME,CLIENT_GROUP,ASSET_REFERENCE_ID,ASSET_NAME,ASSET_CATEGORY,ASSET_FAMILY,ASSET_SUBFAMILY,ASSET_UNIT_WEIGHT_KG,ASSET_DESCRIPTION,BATCH_SIZE,ASSET_SUPPLIERS,ASSET_SUPPLIERS_COUNT,YEAR
134018,1,3554_1695354904842_12969,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,11848,105.827,Hair Accessories,Hair Accessories,Clic Clac & Bobby Pin's,0.019677,"BAY26/ICCS24CFLOR
set of 3 pcs
with 7.5%rebate",5727,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
140801,37,3554_1699412549794_27048,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,12222,106.200,Hair Accessories,Hair Accessories,Elastics,0.01514,"TYAJOELA7
Elastic with 6PCS
with 3%rebate",185,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Chic Accessories Factory""]",2,2023
148458,6,3554_1704787144537_20669,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,11961,105.940,Hair Accessories,Hair Accessories,Soft Headbands,0.016807000000000002,BAM79 / ICLS24BANDO,4392,"[""Chic Accessories Factory"",""Li Fu Enterprises Corp.""]",2,2024
100007,4,3173_1684313449545_17470,NEWORCH,Group - Orchestra,11100,105.184,Fashion Accessories,Jewellery,Sets - Jewellery,0.019,NECKLACE+BRACELET,1068,"[""Chic Accessories Factory""]",1,2023
72850,1,3006_1667916345448_13732,JACADI,Group - Jacadi,9403,103.490,Hair Accessories,Hair Accessories,Hair Sets,0.0337,3elastics in one set,1000,"[""Chic Accessories Factory"",""Dongguan Xingyi Printing Co., Ltd.""]",2,2023
96423,9,3180_1682580942114_19934,SLG BRANDS LIMITED,Group - SLG,10673,104.757,Home Fragrance,Diffusers,Reed Diffusers,0.2738,Radley Luxury Reed Diffuser,600,"[""Suzhou Versailles Cosmetics Co., Ltd"",""DongGuan DEDE Packaging Co. LTD""]",2,2023
94969,15,3554_1682067146270_20648,NEWORCH,Group - Orchestra,10670,104.754,Hair Accessories,Hair Accessories,Soft Headbands,0.036922,"COLLEUR-AZ/AI00BV-ECR
solid",978,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Chic Accessories Factory"",""Li Fu Enterprises Corp.""]",3,2023
81218,1,4484_1673509467425_58707,GROUPE NOCIBE (C4HK),Group - Nocibe Douglas,9779,103.866,Beauty Accessories,Body,Body Cleansing Accessories,0.0515,NOCIBE KIT MANUCURE,5040,"[""Fata Enterprises Limited"",""WING FAIT BNG (CHINA) PRINTING LIMITED""]",2,2023
134728,17,3173_1695712987466_16982,Concept 4 SRL - Kiabi,Group - Kiabi,11892,105.871,Fashion Accessories,Eyewear,Sunglasses,0.0356,BIQ10 / ICOS24GCEUR-PINK,655,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Wenzhou Dongtian Glasses Manufacture Co.,Ltd""]",2,2024
138274,5,2870_1697763110407_43770,Parfumco ( Thailand) Co. Ltd,Group - Sisley,12039,106.018,Bags,Bags Fashion,Tote - Bags Fashion,0.328,ECO TOTE WITH SHORT HANDLE,1500,"[""Dongguan Haiyang Handbag Co.,Ltd""]",1,2024
100055,16,3173_1684317277110_61896,NEWORCH,Group - Orchestra,11103,105.187,Fashion Accessories,Jewellery,Necklaces,0.026000000000000002,BELL NECKLACE,200,"[""Chic Accessories Factory""]",1,2023
73653,1,2870_1668485918363_85676,Oriflame Cosmetics Global S.A.,Group - Oriflame,8275,102.570,Bags,Outdoor/Travel/Wellness B,Luggage - Trolley,2.611,"Hay Trolley 70gsm art paper 
1C+0 with matt varnish (FSC 
MIX CREDIT)",1000,"[""WFL Printing Limited"",""WENZHOU YONGLI SUITCASE CO.,LTD""]",2,2023
120178,13,3554_1688979992188_45754,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,5531,100.678,Hair Accessories,Hair Accessories,Claw Clips,0.02456599999999999,XL812 / ADLW201CRAB,159,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
146621,6,3554_1703753395578_42331,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,12481,106.459,Hair Accessories,Hair Accessories,Soft Headbands,0.011866999999999999,"BAM89 / ICCS24STGLI-PARMEE
Headband 1pc",139,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2024
83546,3,15447_1675744104748_40799,DOUGLAS COSMETICS GMBH - S,Group - Nocibe Douglas,9839,103.925,Cosmetics,Color Cosmetics,Eyes - Eyeshadow,0.0825,DOUGLAS XMAS23 PALETTE DIVINE GOLD,58,"[""Zhongshan Domiline Cosmetics Co., Ltd.""]",1,2023
85999,1,2895_1677665696734_40564,Rituals Cosmetic Trade B.V.,Group - Rituals,5153,100.324,Beauty Accessories,Body,Body Cleansing Accessories,0,Hammam Kessa Glove,20100,"[""NINGBO RAFFINI IMPORT & EXPORT CO., LTD.""]",1,2023
134294,1,3554_1695609788676_9403,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,11869,105.848,Hair Accessories,Hair Accessories,Clic Clac & Bobby Pin's,0.018476999999999997,"BAL43/ICCS24CLOVE
set of 4 pcs
with 7.5%rebate",322,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
137644,5,3554_1697525125822_91384,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,11993,105.972,Hair Accessories,Hair Accessories,Clic Clac & Bobby Pin's,0.037681,"XL875 / ADCW20PSTA9-PINKK
set of 6 items",288,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
138224,1,2870_1697704471363_86949,Oriflame India Private Limited,Group - Oriflame,11493,105.573,Bags,Bags Fashion,Backpack - Bags Fashion,0.5362,Vanity Backpack with Green Printing Label and Insert Card (FSC MIX CREDIT),4004,"[""DONGGUAN JINGWEI IMPORT AND EXPORT CO.,LTD."",""WFL Printing Limited""]",2,2024
100250,16,3554_1684398198108_9641,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,11108,105.192,Hair Accessories,Hair Accessories,Hair Sets,0.197477,"ARJ07 / ICCW23LOANI
hair clip 3pcs with elastic 8pcs in set",186,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
77454,1,3173_1671508391431_84431,SENSEBALL EXPLOITATION SA,Group - Senseball,6713,101.508,Sundries,Outdoor/Travel/Wellness S,Fitness & Yoga Tools,0.5048,football,8000,"[""Shanghai SuRui model technology CO.LTD"",""JIUJIANG NALSON SPORTS CO.,LTD"",""QINGDAO JENNY CARD CO.,LTD""]",3,2023
83654,10,15447_1675780978263_9877,GROUPE NOCIBE (C4HK),Group - Nocibe Douglas,9856,103.942,Cosmetics,Color Cosmetics,Eyes - Eyeshadow,0.0688,NOCIBE SMALL PAL PINK 23,16200,"[""Zhongshan Domiline Cosmetics Co., Ltd.""]",1,2023
70943,1,2900_1666771291742_40300,Rituals Cosmetic Trade B.V.,Group - Rituals,5477,100.624,Packaging,Secondary,Boxes / Paper Bags,0.069,"Shopping Bag Medium

Bag: 120gsm FSC White Kraft paper + 350gsm Greyback for bottom card & inside of turn tops + 5 x 380mm Black paper twisted handle
(FSC MIX CREDIT)",164400,"[""XIAMEN NICE PACKAGING PRODUCTS CO., LTD.""]",1,2023
67862,1,3180_1664523865899_62793,Avon Cosmetics Ltd,Group - Avon,8953,103.140,Home Fragrance,Oil,Essential Oils,0.081,Lavender & Bergamot Fragrance Oil 10ml ,4968,"[""Ramesh Flowers Private Limited""]",1,2023
84954,16,3554_1676972119393_75977,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,5867,100.900,Hair Accessories,Hair Accessories,Clic Clac & Bobby Pin's,0.05046799999999999,XX307 / ADLS21BARIS,64,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
86438,3,2870_1678147871145_36081,Rituals Cosmetic Trade B.V.,Group - Rituals,5912,100.944,Bags,Pouches,Cos Pouch,0.208,Design Pouch TREX Ayurveda 2021,25050,"[""DONGGUAN JINGWEI IMPORT AND EXPORT CO.,LTD.""]",1,2023
138339,1,56670_1697787601140_76250,Oriflame Cosmetics Global S.A.,Group - Oriflame,12056,106.035,Fashion Accessories,Eyewear,Sunglasses,0.058879999999999995,Sunset Sunglasses,10000,"[""Dongguan Jingwei Packaging Products Co., LTD"",""Zhejiang Outlook Optical Manufactory Co.,Ltd""]",2,2024
93130,4,2870_1681183110605_27050,The Body Shop International Limited,Group - The Body Shop,10163,104.249,Bags,Pouches,Cos Pouch,0.444,GC VANITY CASE CBB MEDIUM XM23 A0X,17604,"[""DONGGUAN JINGWEI IMPORT AND EXPORT CO.,LTD."",""WFL Printing Limited""]",2,2023
71015,1,2900_1666774318009_89065,Rituals Cosmetic Trade B.V.,Group - Rituals,5307,100.455,Packaging,Secondary,Boxes / Paper Bags,0.12,"Shopping Bag Small

Bag: 120gsm FSC White Kraft paper + 250gsm Greyback for bottom card & inside of turn tops + 5 x 380mm Black paper twisted handle 
(FSC MIX CREDIT)",182800,"[""XIAMEN NICE PACKAGING PRODUCTS CO., LTD.""]",1,2023
94077,1,2881_1681812370033_25234,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,10477,104.562,Textiles,Textile Accessories,Earmuff,0.093,EARMUFFS HFORT F / Fille Acc divers,2000,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""ANHUI LIGHT INDUSTRIES INTERNATIONAL CO., LTD""]",2,2023
96069,1,2898_1682426507882_89302,SLG BRANDS LIMITED,Group - SLG,10737,104.821,Cosmetics,Toiletries,Gift Set,0.4942,"LEAVE THE ROADS TAKE THE TRAILS

Content:
150ml Body Wash
150ml Shampoo
Sock
Box & Fitment",12,"[""SHANGHAI BRIGHT LIFE I/E CO., LTD"",""Wahmate Industrial Company Limited"",""WING FAIT BNG (CHINA) PRINTING LIMITED""]",3,2023
70059,28,3173_1666245463113_54625,Concept 4 SRL - Kiabi,Group - Kiabi,9181,103.368,Fashion Accessories,Eyewear,Sunglasses,0.031000000000000003,ZT402 / JBOS23GROND-AO_FLOWER,1806,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Wenzhou Dongtian Glasses Manufacture Co.,Ltd""]",2,2023
99597,5,2898_1684150656950_97197,SLG BRANDS LIMITED,Group - SLG,11062,105.146,Cosmetics,Toiletries,Gift Set,0.188,"Glow Icon

Content :
120ml shimmer body mist
Color box",12,"[""Frog Prince(Fujian)Baby & Child Care Products Co.,Ltd.""]",1,2023
106310,1,4484_1687768609289_37197,Douglas Cosmetics GmbH,Group - Nocibe Douglas,6217,101.212,Beauty Accessories,Face,Eyebrow Tools,0.0155,98285 DOUBLE PENCIL SHARPENER,20100,"[""Sure Fashion Products Co Ltd"",""WING FAIT BNG (CHINA) PRINTING LIMITED""]",2,2023
79536,1,3554_1672800910469_34824,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,8982,103.169,Hair Accessories,Hair Accessories,Elastics,0.12273300000000001,"XL791 / ADLW20ECOOL-NUDE
set of 10 items
with 3%rebate",4634,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
97888,1,2898_1683268546594_58915,SLG BRANDS LIMITED,Group - SLG,10929,105.013,Cosmetics,Toiletries,Gift Set,0.8342999999999999,"ALL THE KIT

Content:
100ml Body wash
100ml 2 in 1 Shampoo and Conditioner
100ml Face wash
Water Bottle
Barrel Bag
Swing tag",3800,"[""DONGGUAN JINGWEI IMPORT AND EXPORT CO.,LTD."",""Frog Prince(Fujian)Baby & Child Care Products Co.,Ltd."",""Dongguan Xingyi Printing Co., Ltd."",""Cheelin International Co., Ltd.""]",4,2023
95168,1,2883_1682238007035_63830,SLG BRANDS LIMITED,Group - SLG,10591,104.676,Sundries,Outdoor/Travel/Wellness S,Travel Mugs / Cups,0.30999999999999994,4-008387 MUG & SOCKS BOO001,3594,"[""DongGuan DEDE Packaging Co. LTD"",""SHANGHAI BRIGHT LIFE I/E CO., LTD"",""Ningbo General Union Co., Ltd.""]",3,2023
95704,17,2898_1682337698353_11799,SLG BRANDS LIMITED,Group - SLG,10572,104.657,Cosmetics,Toiletries,Gift Set,0.09240000000000001,"SHEER JOY

Content:
20g Cherry Lip Balm
20g Vanilla Lip Balm
Box&fitment",12192,"[""Dongguan Xingyi Printing Co., Ltd."",""Wahmate Industrial Company Limited""]",2,2023
88771,1,3006_1679367186582_80763,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,9996,104.082,Hair Accessories,Hair Accessories,"Barrettes, Clips and Combs",0.012,2clips in one set,2800,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Chic Accessories Factory""]",2,2023
83303,3,2898_1675323774383_49198,DOUGLAS COSMETICS GMBH - S,Group - Nocibe Douglas,9805,103.891,Cosmetics,Color Cosmetics,Eyes - Eyeshadow,0.02,DOUGLAS XMAS23 LIQUID EYESHADOW CHAMPAGNE,312,"[""Zhongshan Domiline Cosmetics Co., Ltd.""]",1,2023
99462,1,4484_1684136108423_81340,SLG BRANDS LIMITED,Group - SLG,11087,105.171,Beauty Accessories,Face,Make-up Brushes,0.1544,4-008815 FLAWLESS FINISH,3264,"[""Dongguan Xingyi Printing Co., Ltd."",""NINGBO RAFFINI IMPORT & EXPORT CO., LTD."",""Zibo Shelley Light Industrial Products Co., Ltd""]",3,2023
103541,22,4483_1686135064934_79097,"MAERSK CONTRACT LOGISTICS(GUANGDONG) CO., LTD",Group - Rituals,11242,105.325,Packaging,Secondary,Boxes / Paper Bags - Non-Foldable Box,0.352,Classic Home Set Mehr 2023 CN - Box + Sleeve + Inlay,2500,"[""Xiamen Thinker Packaging Products Co.,Ltd."",""Dongguan QY Packing Products Limited""]",2,2023
71485,1,4804_1667179674500_72608,Oriflame Cosmetics Global S.A.,Group - Oriflame,9322,103.409,Sundries,Home,Living Room,0.030300000000000004,"46480.1 Explorer Mobile Tripod                  
FSC Paper Box + Tissue paper /350gsm 1C + 1C printed FSC C1S artpaper plus matt varnish + 17gsm tissure paper",29100,"[""Ningbo New Beauty Commodity Co., Ltd."",""WING FAIT BNG (CHINA) PRINTING LIMITED""]",2,2023
86098,1,3180_1677727133976_4752,Avon Cosmetics Ltd,Group - Avon,8947,103.134,Home Fragrance,Scented Items,Incense Sticks / Cones,0.01297,Lavender & Bergamot Car Diffuser Refill,10080,"[""Ningbo New Beauty Commodity Co., Ltd."",""Dongguan Xingyi Printing Co., Ltd.""]",2,2023
128505,3,2870_1692088004092_85952,NEWORCH,Group - Orchestra,11588,105.668,Bags,Bags Fashion,Backpack - Bags Fashion,0.21,"EVEZA-BA
Backpack
THEME : JOYFULL MOUSE",629.3333333333334,"[""Sure Fashion Products Co Ltd""]",1,2024
128614,19,3173_1692237928753_57811,NEWORCH,Group - Orchestra,11103,105.187,Fashion Accessories,Jewellery,Necklaces,0.026000000000000002,BELL NECKLACE,1600,"[""Chic Accessories Factory""]",1,2023
98992,1,4475_1683773094720_92475,Oriflame Cosmetics Global S.A.,Group - Oriflame,8819,103.007,Beauty Accessories,Body,Body Cleansing Accessories,0.056,46420.1Multi Pedicure Tool,3024,"[""NINGBO RAFFINI IMPORT & EXPORT CO., LTD.""]",1,2023
70810,1,2900_1666766388311_41090,Rituals Cosmetic Trade B.V.,Group - Rituals,5308,100.456,Packaging,Secondary,Boxes / Paper Bags,0.18,"Shopping Bag Large

Bag: 200gsm FSC White Kraft paper + 350gsm Greyback for bottom card & inside of turn tops + 5 x 500mm Black PP handle 
(FSC MIX CREDIT)",83700,"[""XIAMEN NICE PACKAGING PRODUCTS CO., LTD.""]",1,2023
97009,5,3180_1682741762948_8382,SLG BRANDS LIMITED,Group - SLG,10847,104.931,Cosmetics,Toiletries,Hand - Wash,0.5565,OSPREY - Grooming + Wash Kit,2670,"[""Frog Prince(Fujian)Baby & Child Care Products Co.,Ltd."",""DongGuan DEDE Packaging Co. LTD"",""Sure Fashion Products Co Ltd"",""DONGGUAN SHUNQI HANDBAGS INDUSTRIES CO.LTD""]",4,2023
80687,1,3180_1673407832590_79207,Avon Cosmetics Ltd,Group - Avon,4822,100.200,Home Fragrance,Candles,Filled,0.5554999999999999,Avon Far Away Giftset,2968,"[""Dongguan Xingyi Printing Co., Ltd."",""Ningbo Kwungs Home Interior & Gift Co Ltd""]",2,2023
120898,1,3180_1689560991638_58636,Avon Cosmetics Ltd,Group - Avon,8950,103.137,Home Fragrance,Candles,Filled,0.5372,Lavender & Bergamot Jar Candle Small ,2520,"[""Ramesh Flowers Private Limited""]",1,2023
91505,1,3180_1680083935787_38025,Avon Cosmetics Ltd,Group - Avon,8656,102.844,Home Fragrance,Diffusers,Reed Diffusers,0.28932499999999994,Lavender & Bergamot 70ml Diffuser ,3500,"[""Ramesh Flowers Private Limited""]",1,2023
52502,3,2881_1656483025194_27250,Rituals Cosmetic Trade B.V.,Group - Rituals,7881,102.476,Textiles,Home Textile,Cushion Cover,0.2,"Vellore Cotton Velvet
Cushion 60x40cm Grey
Blue",3600,"[""IRIS HOME EXPORTS PVT LTD""]",1,2023
124675,13,3554_1689904397132_46831,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,11447,105.528,Hair Accessories,Hair Accessories,Hair Sets,0.061278,"ARG39/ICCW23STLOT
Heaadband 1pc+Elastic 3pcs in set
with 7.5%rebate",2015,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
144201,1,2870_1702006102222_25,"Atlantic Trim Accessories,LLC C/O Milagros Javier",Group - Atlantic Trim,12313,106.291,Bags,Small Goods,Trinket,0.002,N6235 NUBUCK BROWN SUEDE W/ANTIQUE BRASS FINDING,77400,"[""Shanghai Langyide Garments Accessories Co. Ltd""]",1,2024
134078,6,3554_1695365112398_22685,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,11850,105.829,Hair Accessories,Hair Accessories,Clic Clac & Bobby Pin's,0.129497,"BAY30/ICCS24TOFLO
set of 6 pcs
with 3%rebate",80,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
79618,1,3554_1672822837829_13738,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,5867,100.900,Hair Accessories,Hair Accessories,Clic Clac & Bobby Pin's,0.05046799999999999,XX307 / ADLS21BARIS,1340,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
142560,1,2881_1700726108360_56311,NEWORCH,Group - Orchestra,10910,104.994,Textiles,Textile Accessories,Knitted Gloves & Mittens,0.05,DECALQUER-AZ MITTEN,2720,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""JIANGSU FSD KNITTING CO.,LTD""]",2,2024
93590,4,3006_1681377310704_67682,JACADI,Group - Jacadi,10420,104.505,Hair Accessories,Hair Accessories,Elastics,0.009,2elastics in one set,1510,"[""Chic Accessories Factory"",""Dongguan Xingyi Printing Co., Ltd.""]",2,2023
147947,1,2870_1704683385569_75462,"Atlantic Trim Accessories,LLC C/O Milagros Javier",Group - Atlantic Trim,5372,100.519,Bags,Small Goods,Trinket,0.001,N6235 NUBUCK BROWN SUEDE W/ANTIQUE BRASS FINDING,35920,"[""Shanghai Langyide Garments Accessories Co. Ltd""]",1,2024
77080,19,3554_1671009671060_16829,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,9662,103.749,Hair Accessories,Hair Accessories,Clic Clac & Bobby Pin's,0.08166799999999998,"ZS298 / ICCS23CLFUN
4pcs Hair clip in set
with7.5%rebate",64,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
125743,7,3554_1690366516195_5235,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,10336,104.421,Hair Accessories,Hair Accessories,Elastics,0.4885959999999999,"XM727 / ADCW20ETRE9-TRANSPAREN
Elastic with 100pcs in set
with 3%rebate",728,"[""New ChaoQi Hair Accessories Co.LTD.DongGuan"",""Chic Accessories Factory"",""YIWU HANJI KNITTED GOODS FACTORY""]",3,2023
83757,1,3180_1675848242095_47551,Avon Cosmetics Ltd,Group - Avon,8668,102.856,Home Fragrance,Diffusers,Reed Diffusers,0.289325,White Jasmine & Neroli 70ml Diffuser ,3010,"[""Ramesh Flowers Private Limited""]",1,2023
97251,5,3180_1682922527506_76542,SLG BRANDS LIMITED,Group - SLG,10827,104.911,Cosmetics,Toiletries,Hand - Cream,0.202,Laura Ashley Beauty Essentials Bag,6384,"[""DONGGUAN JINGWEI IMPORT AND EXPORT CO.,LTD."",""Frog Prince(Fujian)Baby & Child Care Products Co.,Ltd.""]",2,2023
97167,1,2881_1682829059593_60609,NEWORCH,Group - Orchestra,10910,104.994,Textiles,Textile Accessories,Knitted Gloves & Mittens,0.05,DECALQUER-AZ MITTEN,11200,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""JIANGSU FSD KNITTING CO.,LTD""]",2,2023
142565,11,2881_1700726423107_8604,NEWORCH,Group - Orchestra,10910,104.994,Textiles,Textile Accessories,Knitted Gloves & Mittens,0.05,DECALQUER-AZ MITTEN,450,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""JIANGSU FSD KNITTING CO.,LTD""]",2,2024
74287,2,4483_1668754044808_76167,Rituals Cosmetic Trade B.V.,Group - Rituals,9440,103.527,Packaging,Secondary,Accessories - Ribbons / Cords / Elastics,0.004,"Ribbon Sephora Ayurveda Large 2023

3 Loops - 6mm width 100% Recycled Grosgrain Ribbon
Material: 100% Recycled Polyester + elastic band",21600,"[""YangZhou Bestpak Gifts & Crafts Co., Ltd.""]",1,2023
79562,11,3554_1672805213468_65612,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,9743,103.830,Hair Accessories,Hair Accessories,Hairbands,0.038475999999999996,XM801 / ADCW20SDEU9,4559,"[""Chic Accessories Factory"",""Li Fu Enterprises Corp.""]",2,2023
143950,5,3173_1701755097051_66724,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,12449,106.427,Fashion Accessories,Eyewear,Sunglasses,0.036,sunglass,1629,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Zhejiang Outlook Optical Manufactory Co.,Ltd""]",2,2024
96877,1,3006_1682670387061_66217,JACADI,Group - Jacadi,10903,104.987,Hair Accessories,Hair Accessories,"Barrettes, Clips and Combs",0.0095,1clip in one set,1116,"[""Chic Accessories Factory"",""Dongguan Xingyi Printing Co., Ltd.""]",2,2023
94284,19,3554_1681895555231_3174,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,10542,104.627,Hair Accessories,Hair Accessories,Soft Headbands,0.020000999999999998,"GROMETTE
Headband 1pc
with 7.5%rebate",7338,"[""Chic Accessories Factory""]",1,2023
86961,11,3554_1678335130305_53714,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,9328,103.415,Hair Accessories,Hair Accessories,Soft Headbands,0.011867999999999997,"XS153 / ADCW20STGLI-POWDERPINK
with 7.5%rebate",2296,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
87966,1,35897_1678873319758_6700,Rituals Cosmetic Trade B.V.,Group - Rituals,7619,102.214,Textiles,Textile Garment,Kaftans / Kimonos,0.21,"Jaypur Saree Kimono Paisley
Pink",2016,"[""NCCR EXPORTS""]",1,2023
137036,9,3554_1697101562671_24362,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,10387,104.472,Hair Accessories,Hair Accessories,Soft Headbands,0.027327999999999998,XX308 / ADLS21BANDO-BLACK,2028,"[""Chic Accessories Factory"",""Li Fu Enterprises Corp.""]",2,2023
91990,13,3554_1680487168064_38819,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,10281,104.367,Hair Accessories,Hair Accessories,Elastics,0.038533,"AEK26 / ICCW234EPLA
Elastic with 4 pcs in set
with 3%rebate",5129,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
91158,1,3180_1679994715639_92499,Avon Cosmetics Ltd,Group - Avon,8944,103.131,Home Fragrance,Scented Items,Incense Sticks / Cones,0.026989500000000003,Fresh Cotton Car Diffuser,3060,"[""Ningbo New Beauty Commodity Co., Ltd."",""Dongguan Xingyi Printing Co., Ltd.""]",2,2023
83698,6,2881_1675838910612_35935,NEWORCH,Group - Orchestra,9846,103.932,Textiles,Textile Accessories,Knitted Gloves & Mittens,0.051,GEGALE-AZ GLOVE,1350,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""ANHUI LIGHT INDUSTRIES INTERNATIONAL CO., LTD""]",2,2023
67986,1,35897_1664539935821_14761,Rituals Cosmetic Trade B.V.,Group - Rituals,7787,102.382,Textiles,Textile Garment,Kaftans / Kimonos,0.21,Jaypur Saree Kimono Lily Blue,3024,"[""NCCR EXPORTS""]",1,2023
77059,7,3554_1671006126855_3517,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,9657,103.744,Hair Accessories,Hair Accessories,Clic Clac & Bobby Pin's,0.065668,"ZS297 / ICCS23CRFUN
4pcs Hair clip in set
with7.5%rebate",296,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
129428,6,3554_1692759747745_16612,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,11623,105.703,Hair Accessories,Hair Accessories,"Barrettes, Clips and Combs",0.024797,"AXI10 / ICCW23BCERF
BRACELET 1pc
7.5%rebate",350,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
120928,1,2881_1689564423323_22916,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,11409,105.490,Textiles,Textile Accessories,Cut & Sew Hat / Cap,0.06,CAP ABATUS G / Garçon Chapeau-casquette,1953,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""ANHUI LIGHT INDUSTRIES INTERNATIONAL CO., LTD""]",2,2023
140287,1,3006_1698999436114_30666,JACADI,Group - Jacadi,12066,106.045,Hair Accessories,Hair Accessories,Elastics,0.009,2elastics in one set,1347,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Chic Accessories Factory""]",2,2023
91535,1,3180_1680141610577_80950,Avon Cosmetics Ltd,Group - Avon,9911,103.997,Home Fragrance,Candles,Filled,0.5372,Festive Spice Candle,5010,"[""Ramesh Flowers Private Limited""]",1,2023
99577,1,2898_1684148034889_49816,SLG BRANDS LIMITED,Group - SLG,11066,105.150,Cosmetics,Toiletries,Gift Set,0.14170000000000002,"Day To Night Glam

Content:
Nail Polish x 2pc 
Color box with fitment",8124,"[""Zhongshan Domiline Cosmetics Co., Ltd."",""ZHONG SHAN MEIYUAN COSMETICS COMPANY LTD.""]",2,2023
125417,1,15447_1690274365680_74388,DOUGLAS COSMETICS GMBH - S,Group - Nocibe Douglas,11476,105.556,Cosmetics,Color Cosmetics,Eyes - Mascara,0.017,DOUGLAS SETTING EYEBROW GEL,56256,"[""Guangzhou Colvis Cosmetics Co., Ltd.""]",1,2023
